Text,Label
Hey Chào cậu! !,greeting
Ơi Chào mọi người! nha,greeting
Hello Hello bạn! nhé,greeting
Hello Chào cậu!,greeting
Hello Chào bạn! Duy bạn à,greeting
Ơi Hello bạn! nha,greeting
Hello Bạn ơi nhen,greeting
Ơi Chào buổi sáng! Duy nhen đấy!,greeting
Hello Duy đấy!,greeting
Hey Chào buổi sáng! thân mến,greeting
"Ê Xin chào, tôi có thể giúp gì cho bạn? đó!",greeting
Nè Chào ngày mới! nhé,greeting
"Hey Xin chào, tôi có thể giúp gì cho bạn?",greeting
Này Hello bạn! !,greeting
Hi Chào ngày mới tốt lành! Duy đó! bạn à,greeting
Nè Chào buổi sáng! thân mến,greeting
Ê Chào bạn nha đó!,greeting
Hello Hello Chào mừng bạn đến với hệ thống! Duy nha nhen,greeting
Ê Chào bạn nha nha,greeting
Ơi Chào buổi tối! Duy nha,greeting
Hi Mày ơi bạn ơi,greeting
Ơi Bạn ơi bạn à,greeting
Ơi Chào buổi tối! Duy nha đó!,greeting
Hello Hello bạn! bạn ơi,greeting
Ơi Chào cả nhà! bạn ơi,greeting
Này Chào bạn thân bạn à,greeting
Ê Hello bạn! đấy!,greeting
Chào ngày mới!,greeting
Ơi Hello bạn! !,greeting
Mày ơi nhen,greeting
Hello Chào mừng bạn đến với hệ thống! Duy nha thân mến,greeting
Hi Chào bạn nhé đấy!,greeting
Ơi Chào cả nhà! bạn à,greeting
Hello Hello Chào bạn! Duy bạn à nha,greeting
Ê Hi Chào ngày mới tốt lành! Duy đó! nhé,greeting
Ê Hello bạn! nhen,greeting
Chào bạn ơi đó!,greeting
Ê Này Chào cậu! Duy bạn ơi đó!,greeting
Ê Hello Chào bạn! Duy bạn à đấy!,greeting
Hello Chào ngày mới tốt lành! thân mến,greeting
Hello Chào ngày mới! nhen,greeting
Ơi Chào buổi sáng! Duy nhen thân mến,greeting
Hey Chào buổi trưa! đấy!,greeting
Ơi Chào mọi người! thân mến,greeting
Ê Ê Chào ngày mới! Duy nhé nhé,greeting
Nè Chào bạn nhé nhé,greeting
Hi Nè Chào ngày mới tốt lành! Duy nhé nha,greeting
Ơi Ơi Chào buổi sáng! Duy nhen,greeting
Ơi Mày ơi !,greeting
Nè Chào bạn! đấy!,greeting
"Này Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi bạn ơi",greeting
Này Chào buổi sáng! bạn à,greeting
Hi Mày ơi đó!,greeting
Nè Hello bạn! !,greeting
Nè Mày ơi nhé,greeting
Ê Hello Chào bạn! Duy bạn à nhen,greeting
Hey Chào ngày mới tốt lành! thân mến,greeting
Ơi Chào buổi tối! Duy nha nha,greeting
Nè Mày ơi bạn à,greeting
Ê Hello Chào mừng bạn đến với hệ thống! Duy nha bạn ơi,greeting
Nè Nè Chào ngày mới tốt lành! Duy nhé đó!,greeting
Hello Chào buổi tối!,greeting
Hey Chào anh! nhé,greeting
Hi Duy bạn à,greeting
Ơi Hello bạn!,greeting
Hello Chào bạn thân mến!,greeting
Ơi Chào buổi tối! Duy nha bạn à,greeting
Hello Ơi Chào buổi tối! Duy nha nhé,greeting
Này Hello Rất vui được gặp bạn! Duy đấy!,greeting
Này Chào bạn nha! đấy!,greeting
Hello Hello Rất vui được gặp bạn! Duy đấy! nhen,greeting
Chào buổi tối!,greeting
Hello Chào ngày mới! đấy!,greeting
"Nè Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi thân mến",greeting
Hello Hi bạn! bạn à,greeting
Này Chào anh! bạn à,greeting
Nè Hi Chào ngày mới tốt lành! Duy đó!,greeting
Ê Nè Chào ngày mới tốt lành! Duy nhé nha,greeting
Hey Ê Chào ngày mới! Duy nhé bạn à,greeting
Hello Chào bạn! Duy bạn à !,greeting
Này Chào cả nhà! bạn ơi,greeting
Ơi Chào ngày mới tốt lành! đó!,greeting
Hey Hi bạn! đó!,greeting
Nè Hello Chào mừng bạn đến với hệ thống! Duy nha đó!,greeting
Hi Chào bạn thân thân mến,greeting
Hi Ơi Chào buổi tối! Duy nha nha,greeting
Ê Chào bạn nha!,greeting
Này Chào bạn thân mến! nhé,greeting
Hi Mày ơi thân mến,greeting
Nè Chào ngày mới tốt lành!,greeting
Hey Xin chào! đấy!,greeting
Chào ngày mới tốt lành! bạn à,greeting
Hi Chào ngày mới! nhé,greeting
Ơi Chào em! bạn à,greeting
Hi Hello Chào bạn! Duy bạn à đó!,greeting
Chào chị! đấy!,greeting
Này Chào bạn thân mến! !,greeting
"Ơi Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi đấy!",greeting
"Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi bạn à",greeting
Hello Chào cả nhà! bạn ơi,greeting
Ê Chào bạn nhé đấy!,greeting
Nè Chào ngày mới! bạn à,greeting
Hey Hello Chào bạn! Duy bạn à,greeting
Hi Chào bạn thân nhen,greeting
Hi Hello Rất vui được gặp bạn! Duy đấy! bạn ơi,greeting
Này Chào cậu! Duy bạn ơi nhé,greeting
Hi Chào ngày mới! !,greeting
Hey Chào buổi trưa! bạn ơi,greeting
Hi Chào bạn nhé bạn à,greeting
Hi Hi bạn! nhé,greeting
Nè Chào bạn nhé đó!,greeting
Hey Hello Rất vui được gặp bạn! Duy đấy! đấy!,greeting
Hello Rất vui được gặp bạn! Duy đấy! bạn ơi,greeting
"Ê Xin chào, tôi có thể giúp gì cho bạn? nhé",greeting
Hello Này Chào cậu! Duy bạn ơi bạn ơi,greeting
Hi Chào anh! đó!,greeting
Ơi Chào bạn ơi nhé,greeting
"Nè Xin chào, tôi có thể giúp gì cho bạn? !",greeting
Hi Chào bạn nhé nhé,greeting
Hey Chào bạn nha !,greeting
Ê Mày ơi !,greeting
Hey Chào ngày mới! bạn ơi,greeting
Hello Chào bạn nhé nhen,greeting
Ê Hello Chào bạn! Duy bạn à nha,greeting
"Nè Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi nhé",greeting
Ê Chào mừng bạn đến với hệ thống! bạn à,greeting
Hey Hello Rất vui được gặp bạn! Duy đấy! nhen,greeting
Hey Này Chào cậu! Duy bạn ơi đó!,greeting
Nè Rất vui được gặp bạn! !,greeting
Hi Hi Chào ngày mới tốt lành! Duy đó! !,greeting
Ơi Chào bạn nha! bạn à,greeting
Hello Chào buổi trưa! nhen,greeting
Chào em! đấy!,greeting
Ơi Chào cậu! đó!,greeting
Hello Rất vui được gặp bạn! thân mến,greeting
Nè Chào buổi tối! nhen,greeting
Duy nhen,greeting
Hello Ơi Chào buổi sáng! Duy nhen,greeting
Hey Chào bạn nha đấy!,greeting
Nè Chào bạn! bạn à,greeting
Chào cậu! bạn ơi,greeting
Này Chào bạn nha nhen,greeting
Ơi Chào bạn thân mến! đấy!,greeting
Ơi Chào bạn ơi nha,greeting
Ê Ơi Chào buổi tối! Duy nha đó!,greeting
Hey Chào bạn! đấy!,greeting
Hey Chào bạn nhé !,greeting
Hi Hello Rất vui được gặp bạn! Duy đấy! đó!,greeting
Hey Chào cả nhà! !,greeting
Nè Chào bạn thân đấy!,greeting
Nè Hello Chào bạn! Duy bạn à nha,greeting
Hello Hi bạn! nhé,greeting
Ê Chào buổi trưa! thân mến,greeting
Hey Chào ngày mới tốt lành!,greeting
Nè Chào ngày mới tốt lành! Duy nhé bạn ơi,greeting
Ê Ơi Chào buổi tối! Duy nha đấy!,greeting
Này Chào em! thân mến,greeting
Hello Chào em!,greeting
Nè Hello Chào mừng bạn đến với hệ thống! Duy nha bạn ơi,greeting
Nè Này Chào cậu! Duy bạn ơi,greeting
Hello Chào bạn nha,greeting
Nè Chào mọi người! thân mến,greeting
Này Chào chị! !,greeting
Hey Chào cậu!,greeting
Này Hi bạn! nhé,greeting
Hi Hello Chào mừng bạn đến với hệ thống! Duy nha !,greeting
Hi Bạn ơi bạn à,greeting
Ơi Ê Chào ngày mới! Duy nhé nhen,greeting
Chào bạn nha thân mến,greeting
"Này Xin chào, tôi có thể giúp gì cho bạn?",greeting
Chào bạn nha bạn ơi,greeting
Hi Bạn ơi,greeting
Này Ơi Chào buổi sáng! Duy nhen nhen,greeting
Ơi Chào bạn thân mến! nhé,greeting
Hello Mày ơi !,greeting
Hello Chào chị!,greeting
"Hey Xin chào, tôi có thể giúp gì cho bạn? !",greeting
Nè Chào buổi tối! đó!,greeting
Nè Nè Chào ngày mới tốt lành! Duy nhé !,greeting
Ơi Chào cậu! bạn à,greeting
Hello bạn! nha,greeting
Nè Hi Chào ngày mới tốt lành! Duy đó! nhen,greeting
Hey Duy bạn ơi,greeting
Hey Chào bạn nhé đó!,greeting
Ê Chào chị! đó!,greeting
Hi Chào buổi trưa!,greeting
Ê Chào cậu! !,greeting
"Hello Ơi Xin chào, tôi có thể giúp gì cho bạn? Duy bạn ơi bạn à",greeting
Ơi Chào cả nhà! !,greeting
Ê Này Chào cậu! Duy bạn ơi nhen,greeting
Này Chào buổi trưa!,greeting
Bạn giúp tôi bật đèn phòng khách nhé,help_request
Làm sao để mở cửa chính?,help_request
"Tôi muốn bật điều hòa, giúp tôi với",help_request
Cách tắt quạt là gì?,help_request
Bạn có thể bật nhạc không?,help_request
Tôi cần hỗ trợ về điều khiển đèn ngủ,help_request
Làm thế nào để cài đặt báo thức?,help_request
Bạn giúp tôi đặt lịch tắt đèn lúc 10 giờ tối,help_request
Mở camera an ninh cho tôi đi,help_request
Làm sao để kết nối với máy giặt?,help_request
Bạn có thể bật loa không?,help_request
Giúp tôi điều chỉnh nhiệt độ điều hòa,help_request
Tôi muốn biết cách thay đổi mật khẩu wifi,help_request
Hướng dẫn tôi cách sử dụng bình nóng lạnh,help_request
Có thể bật bếp điện từ xa được không?,help_request
Làm sao để bật đèn ngoài ban công?,help_request
Bạn giúp tôi kiểm tra trạng thái cảm biến khói,help_request
Tôi cần bật chế độ tiết kiệm điện,help_request
Làm sao để mở cửa cuốn?,help_request
Bạn giúp tôi tắt toàn bộ thiết bị khi ra ngoài,help_request
Cách kết nối điều khiển từ điện thoại là gì?,help_request
Tôi muốn hẹn giờ tắt máy lạnh,help_request
Bạn giúp tôi khởi động lại router wifi,help_request
Làm thế nào để kiểm tra camera?,help_request
Mở hệ thống báo động đi,help_request
Tôi cần được hướng dẫn bật đèn hành lang,help_request
Bạn bật quạt phòng ngủ giúp tôi,help_request
Giúp tôi điều chỉnh âm lượng loa,help_request
Tôi muốn bật chế độ yên tĩnh trên TV,help_request
Làm thế nào để tắt hệ thống an ninh?,help_request
Bạn giúp tôi bật chế độ ban đêm cho đèn,help_request
Cách cài đặt lại mật khẩu thiết bị là gì?,help_request
Tôi cần bật bình nước nóng,help_request
Bạn có thể giúp tôi cập nhật phần mềm thiết bị?,help_request
Làm sao để xem lịch sử camera an ninh?,help_request
Tôi muốn tắt máy giặt từ xa,help_request
Hướng dẫn tôi cách bật đèn sân vườn,help_request
Giúp tôi kiểm tra trạng thái pin thiết bị,help_request
Bạn có thể bật chế độ hẹn giờ cho đèn?,help_request
Tôi cần giúp bật lại mạng wifi,help_request
Làm sao để bật hệ thống phun nước tự động?,help_request
Giúp tôi điều chỉnh nhiệt độ phòng khách,help_request
Bạn có thể tắt quạt trong phòng làm việc?,help_request
Tôi muốn bật đèn cầu thang lúc 8 giờ tối,help_request
Làm thế nào để bật đèn tắt dần dần?,help_request
Bạn giúp tôi bật chế độ an toàn cho trẻ em,help_request
Tôi cần mở hệ thống chiếu sáng ngoài trời,help_request
Cách tắt báo động khẩn cấp là gì?,help_request
Bạn giúp tôi kiểm tra thiết bị kết nối internet,help_request
Tôi muốn bật nhạc thư giãn trong phòng khách,help_request
Tại sao máy tính không thể đánh trống? Vì nó sợ crash!,joke
Con gà qua đường để… qua đường thôi!,joke
Tại sao cá không biết lái xe? Vì nó không có bằng lái!,joke
"Học sinh hỏi: ‘Thưa thầy, con có thể dùng Google để làm bài không?’ Thầy đáp: ‘Được, nhưng nhớ cite nguồn!’",joke
Tại sao smartphone luôn buồn? Vì nó luôn ở chế độ ‘low battery’!,joke
"Hai hạt muối đi trên đường, một hạt nói: ‘Ê, cẩn thận kẻo trượt!’",joke
"Con thỏ đi khám bác sĩ, bác sĩ bảo: ‘Bạn bị sốt, uống thuốc đi.’ Thỏ đáp: ‘Thuốc này có vị cà rốt không?’",joke
Anh Lâm hỏi: ‘Em thích gì nhất?’ Em đáp: ‘Thích anh…ít nói!’,joke
Tại sao cây phải đi học? Để biết gốc của mình!,joke
"Con vịt đi thi, giám khảo hỏi: ‘Quack?’ Vịt trả lời: ‘Quack quack!’",joke
Tại sao quả bóng không biết nói? Vì nó chỉ biết… bóng bẩy!,joke
Cô giáo hỏi: ‘2+2 bằng mấy?’ Học sinh trả lời: ‘Cộng theo cảm tính thì bằng 5!’,joke
Tại sao sách hay tủ lạnh không chơi cùng? Vì sách sợ… lạnh đầu!,joke
"Hai con hổ gặp nhau, một con nói: ‘Roar!’ Con kia đáp: ‘Roar back at you!’",joke
Tại sao gấu trúc thích ăn tre? Vì chê… ăn trộm!,joke
"Bố hỏi: ‘Con học tiếng Anh chưa?’ Con đáp: ‘Học rồi, English Today!’",joke
Tại sao con khỉ không vào bar? Vì nó sợ… bị chuối mất!,joke
"Hai cái bánh mì nói chuyện: ‘Ê, sao mày lại đen thế?’ ‘Tao nướng rồi!’",joke
Tại sao ô tô gọi là xe hơi? Vì nó hơi… nhanh!,joke
Con cá mập than vãn: ‘Thật nhạt nhẽo khi không có muối!’,joke
Tại sao máy bay buồn? Vì nó bay một mình!,joke
"Chim cánh cụt nói với bạn: ‘Tao sợ lạnh, mình thế này sao sống được?’",joke
Tại sao quạ lại đen? Vì nó không kịp tắm!,joke
"Con heo nói: ‘Tôi không béo, tôi chỉ… dễ thương!’",joke
Tại sao dép chỉ có hai chiếc? Vì ba chiếc gọi là… queer!,joke
"Người hói gặp bác sĩ da liễu, bác sĩ bảo: ‘Bạn cần vitamin D!’",joke
Tại sao robot không biết ca hát? Vì nó chỉ biết… lập trình!,joke
Cô gà mẹ bảo gà con: ‘Mẹ yêu con đến… 1000 km!’,joke
Tại sao chuột không đi máy bay? Vì nó sợ… cú va!,joke
Con bò nói: ‘Moo-ving on!’,joke
Tại sao kẹo sợ nhào lộn? Vì nó sẽ… bể tan!,joke
"Anh thợ mộc bảo gỗ: ‘Đừng lo, tao sẽ bào mòn nỗi sợ của mày!’",joke
Tại sao hoa hồng có gai? Để bảo vệ… sự yêu thương!,joke
"Con ếch nói: ‘Croak khi buồn, ribbit khi vui!’",joke
Tại sao túi ngủ luôn mơ? Vì nó sợ… lạnh!,joke
"Con rùa nói: ‘Tao không vội, vì tao… có shell!’",joke
Tại sao điện thoại rung? Vì nó đang… say mê!,joke
"Hai chiếc ghế nói chuyện: ‘Ê, ngồi xuống chơi với tao đi!’",joke
Tại sao đồng hồ đeo tay thích tán gẫu? Vì nó luôn có thời gian!,joke
Con sư tử khen: ‘Bạn thật… roar-some!’,joke
Tại sao pizza không bao giờ bị trễ? Vì nó luôn đúng giờ… miệng!,joke
Con cá vàng nói: ‘Tôi chỉ biết bơi vòng vòng!’,joke
Tại sao túi xách thích đi chơi? Vì nó… đeo đuổi niềm vui!,joke
Con ngựa nói: ‘I hoof you!’,joke
Tại sao gió thì thầm? Vì nó quá… ngại!,joke
"Con rắn thả thính: ‘Tao không độc, chỉ muốn… you!’",joke
Tại sao cây xoài trông buồn? Vì nó thiếu… người hái!,joke
Nè Khởi động đèn phòng tắm bạn ơi,smart_home_control
Mở cửa cuốn phòng tắm bạn ơi,smart_home_control
Tăng quạt phòng ngủ nhé,smart_home_control
Ê Bật máy nước nóng phòng ngủ bạn ơi,smart_home_control
Hello Tăng cửa cuốn phòng ngủ thân mến,smart_home_control
Hi Tắt nguồn điều hòa phòng tắm thân mến,smart_home_control
Hello Bật tivi phòng ngủ bạn à,smart_home_control
Ơi Tắt đèn phòng bếp nha,smart_home_control
Hi Giảm điều hòa phòng ngủ bạn à,smart_home_control
Này Mở quạt phòng tắm bạn ơi,smart_home_control
Hi Đóng điều hòa phòng ngủ nhé,smart_home_control
Tắt bếp điện phòng tắm !,smart_home_control
Ê Tăng đèn phòng ngủ nhen,smart_home_control
Này Khởi động bếp điện phòng ngủ bạn à,smart_home_control
Ê Giảm máy nước nóng phòng bếp !,smart_home_control
Nè Tắt nguồn điều hòa ban công đấy!,smart_home_control
Hey Tắt cửa cuốn phòng bếp,smart_home_control
Hello Giảm quạt phòng ngủ nhen,smart_home_control
Nè Mở cửa cuốn ban công nhé,smart_home_control
Nè Giảm đèn phòng bếp đó!,smart_home_control
Ê Bật tivi ban công nha,smart_home_control
Hi Khởi động điều hòa phòng khách,smart_home_control
Này Tăng bếp điện phòng ngủ thân mến,smart_home_control
Này Bật đèn phòng làm việc đấy!,smart_home_control
Hi Tăng quạt phòng bếp đó!,smart_home_control
Giảm tivi phòng bếp nha,smart_home_control
Bật bếp điện ban công nha,smart_home_control
Nè Mở quạt phòng khách,smart_home_control
Hi Mở bếp điện phòng khách bạn ơi,smart_home_control
Hello Giảm máy nước nóng phòng khách !,smart_home_control
Hi Tắt bếp điện ban công bạn ơi,smart_home_control
Ơi Giảm tivi ban công đó!,smart_home_control
Ơi Tăng điều hòa phòng làm việc,smart_home_control
Hello Tắt cửa cuốn phòng tắm !,smart_home_control
Hey Tắt nguồn máy nước nóng phòng khách nhen,smart_home_control
Ơi Tắt nguồn tivi ban công nhen,smart_home_control
Bật tivi phòng tắm đó!,smart_home_control
Hey Bật cửa cuốn ban công đó!,smart_home_control
Nè Bật tivi phòng làm việc đó!,smart_home_control
Hi Khởi động đèn phòng ngủ !,smart_home_control
Tắt tivi phòng làm việc bạn ơi,smart_home_control
Hey Bật đèn phòng ngủ nha,smart_home_control
Này Đóng máy nước nóng phòng ngủ nha,smart_home_control
Này Tắt tivi phòng khách nhen,smart_home_control
Mở đèn phòng khách bạn à,smart_home_control
Mở tivi phòng bếp nhen,smart_home_control
Tắt nguồn quạt phòng làm việc !,smart_home_control
Ê Tăng bếp điện phòng bếp nhen,smart_home_control
Nè Tắt nguồn quạt phòng khách nha,smart_home_control
Hey Đóng điều hòa phòng ngủ bạn ơi,smart_home_control
Ê Tăng cửa cuốn phòng làm việc đó!,smart_home_control
Giảm điều hòa ban công !,smart_home_control
Hi Đóng tivi phòng làm việc đó!,smart_home_control
Hi Tắt đèn ban công đấy!,smart_home_control
Hello Tắt máy nước nóng phòng tắm nhen,smart_home_control
Hey Tăng bếp điện ban công bạn à,smart_home_control
Nè Tắt bếp điện ban công thân mến,smart_home_control
Hey Bật máy nước nóng phòng khách đó!,smart_home_control
Ê Mở cửa cuốn ban công !,smart_home_control
Nè Tắt bếp điện phòng ngủ nha,smart_home_control
Ơi Giảm bếp điện phòng ngủ thân mến,smart_home_control
Hi Mở quạt phòng tắm bạn ơi,smart_home_control
Ơi Bật quạt phòng làm việc nhé,smart_home_control
Ơi Giảm tivi phòng bếp đó!,smart_home_control
Hey Tắt nguồn tivi phòng bếp đấy!,smart_home_control
Này Tăng tivi phòng tắm nhé,smart_home_control
Hey Giảm quạt phòng tắm đấy!,smart_home_control
Hi Giảm quạt phòng tắm nhen,smart_home_control
Đóng đèn phòng làm việc bạn ơi,smart_home_control
Hello Giảm điều hòa phòng ngủ đấy!,smart_home_control
Ơi Tăng bếp điện phòng ngủ nhen,smart_home_control
Ê Mở đèn phòng ngủ,smart_home_control
Hey Đóng đèn phòng làm việc,smart_home_control
Ơi Mở máy nước nóng phòng bếp nha,smart_home_control
Khởi động cửa cuốn phòng làm việc thân mến,smart_home_control
Ơi Tắt nguồn tivi ban công bạn à,smart_home_control
Hi Giảm quạt phòng ngủ nha,smart_home_control
Ơi Mở bếp điện ban công nhé,smart_home_control
Ê Đóng bếp điện ban công !,smart_home_control
Ơi Khởi động đèn phòng khách nha,smart_home_control
Tắt nguồn quạt ban công nha,smart_home_control
Này Tắt tivi phòng ngủ đấy!,smart_home_control
Này Bật điều hòa phòng bếp,smart_home_control
Nè Tắt cửa cuốn phòng khách đấy!,smart_home_control
Hello Khởi động bếp điện phòng bếp nha,smart_home_control
Nè Giảm tivi phòng làm việc !,smart_home_control
Tăng bếp điện phòng tắm !,smart_home_control
Tăng tivi phòng ngủ nhen,smart_home_control
Hello Tắt đèn phòng tắm,smart_home_control
Này Giảm quạt phòng làm việc nhé,smart_home_control
Ê Khởi động điều hòa phòng khách bạn ơi,smart_home_control
Hey Bật điều hòa phòng ngủ bạn à,smart_home_control
Giảm quạt phòng bếp thân mến,smart_home_control
Hey Khởi động điều hòa phòng ngủ nhé,smart_home_control
Nè Đóng quạt phòng bếp nhen,smart_home_control
Hey Khởi động tivi phòng khách đấy!,smart_home_control
Này Bật điều hòa phòng làm việc bạn à,smart_home_control
Hey Đóng đèn ban công,smart_home_control
Nè Khởi động đèn phòng ngủ thân mến,smart_home_control
Nè Bật đèn phòng tắm đấy!,smart_home_control
Nè Tắt nguồn cửa cuốn phòng ngủ bạn ơi,smart_home_control
Nè Bật tivi ban công nha,smart_home_control
Này Tắt nguồn điều hòa phòng tắm bạn à,smart_home_control
Nè Giảm cửa cuốn phòng khách nha,smart_home_control
Này Giảm đèn phòng khách bạn ơi,smart_home_control
Tắt nguồn bếp điện phòng tắm thân mến,smart_home_control
Hi Bật bếp điện ban công nha,smart_home_control
Nè Tăng điều hòa phòng bếp bạn ơi,smart_home_control
Này Đóng máy nước nóng phòng ngủ thân mến,smart_home_control
Ê Giảm đèn phòng tắm !,smart_home_control
Ơi Bật bếp điện phòng làm việc đó!,smart_home_control
Ê Mở máy nước nóng phòng bếp nhen,smart_home_control
Hey Tắt nguồn bếp điện phòng làm việc nha,smart_home_control
Hi Tăng tivi phòng làm việc !,smart_home_control
Hey Tắt nguồn tivi phòng tắm đấy!,smart_home_control
Hey Giảm tivi phòng bếp,smart_home_control
Nè Tăng đèn ban công nhen,smart_home_control
Hi Khởi động cửa cuốn phòng bếp đấy!,smart_home_control
Hello Bật đèn phòng khách nha,smart_home_control
Ơi Tăng đèn ban công đấy!,smart_home_control
Hi Khởi động quạt phòng khách thân mến,smart_home_control
Này Mở điều hòa phòng làm việc bạn ơi,smart_home_control
Đóng đèn phòng làm việc đấy!,smart_home_control
Nè Tăng điều hòa phòng làm việc nhen,smart_home_control
Ê Đóng đèn phòng làm việc bạn à,smart_home_control
Hi Giảm cửa cuốn phòng khách đấy!,smart_home_control
Ê Tăng tivi phòng bếp nhé,smart_home_control
Tăng máy nước nóng phòng khách nhé,smart_home_control
Này Khởi động quạt phòng làm việc đó!,smart_home_control
Hi Tắt nguồn cửa cuốn phòng bếp đấy!,smart_home_control
Hello Tắt nguồn đèn phòng làm việc bạn à,smart_home_control
Hi Tăng tivi phòng bếp nha,smart_home_control
Tắt nguồn tivi phòng bếp,smart_home_control
Ơi Tăng quạt phòng khách đấy!,smart_home_control
Hey Khởi động máy nước nóng phòng khách thân mến,smart_home_control
Ê Tắt nguồn cửa cuốn phòng tắm,smart_home_control
Nè Khởi động tivi phòng khách đó!,smart_home_control
Ơi Tắt nguồn quạt phòng ngủ nhé,smart_home_control
Hi Đóng đèn ban công đó!,smart_home_control
Hey Tắt cửa cuốn phòng làm việc đó!,smart_home_control
Nè Tắt nguồn quạt phòng bếp thân mến,smart_home_control
Bật tivi phòng khách bạn ơi,smart_home_control
Hi Giảm tivi phòng ngủ thân mến,smart_home_control
Này Đóng máy nước nóng phòng ngủ đấy!,smart_home_control
Này Tắt bếp điện phòng làm việc bạn ơi,smart_home_control
Này Mở cửa cuốn phòng tắm đó!,smart_home_control
Nè Tăng đèn ban công bạn à,smart_home_control
Hey Tăng điều hòa phòng ngủ nha,smart_home_control
Ơi Tăng máy nước nóng phòng làm việc bạn ơi,smart_home_control
Hello Đóng điều hòa phòng khách bạn à,smart_home_control
Ơi Tắt nguồn tivi phòng tắm nhen,smart_home_control
Ê Mở điều hòa phòng ngủ nha,smart_home_control
Ơi Bật quạt ban công nha,smart_home_control
Ê Mở tivi phòng ngủ đấy!,smart_home_control
Hello Giảm bếp điện phòng ngủ,smart_home_control
Hey Bật cửa cuốn ban công,smart_home_control
Mở cửa cuốn phòng khách,smart_home_control
Nè Bật điều hòa phòng khách nha,smart_home_control
Hi Bật điều hòa phòng ngủ đấy!,smart_home_control
Này Đóng cửa cuốn ban công nhé,smart_home_control
Hey Bật cửa cuốn phòng bếp đó!,smart_home_control
Ê Tắt điều hòa phòng làm việc thân mến,smart_home_control
Nè Giảm quạt phòng tắm đấy!,smart_home_control
Nè Tắt nguồn cửa cuốn phòng bếp nhé,smart_home_control
Hello Khởi động đèn ban công !,smart_home_control
Hi Giảm đèn phòng làm việc đấy!,smart_home_control
Ê Đóng máy nước nóng phòng làm việc đó!,smart_home_control
Ê Tắt nguồn quạt ban công bạn à,smart_home_control
Hey Bật điều hòa phòng tắm nhé,smart_home_control
Hi Giảm đèn phòng khách bạn à,smart_home_control
Hi Tăng bếp điện ban công đó!,smart_home_control
Hello Tắt nguồn tivi phòng khách nhen,smart_home_control
Hi Tăng cửa cuốn phòng làm việc đó!,smart_home_control
Hi Đóng đèn phòng bếp bạn ơi,smart_home_control
Ơi Bật quạt ban công bạn ơi,smart_home_control
Này Giảm máy nước nóng phòng ngủ,smart_home_control
Ê Tăng quạt ban công bạn à,smart_home_control
Nè Giảm bếp điện phòng ngủ thân mến,smart_home_control
Ơi Mở điều hòa ban công nhé,smart_home_control
Này Tắt cửa cuốn phòng tắm bạn ơi,smart_home_control
Hey Tắt nguồn máy nước nóng phòng khách bạn ơi,smart_home_control
Ơi Bật tivi phòng làm việc !,smart_home_control
Tăng quạt ban công đấy!,smart_home_control
Hi Giảm máy nước nóng phòng bếp thân mến,smart_home_control
Ơi Tắt nguồn bếp điện phòng bếp,smart_home_control
Hi Tăng đèn phòng làm việc bạn à,smart_home_control
Ê Khởi động máy nước nóng phòng làm việc thân mến,smart_home_control
Ê Giảm máy nước nóng phòng tắm bạn ơi,smart_home_control
Ê Tăng điều hòa phòng bếp đó!,smart_home_control
Hello Giảm tivi phòng làm việc nhé,smart_home_control
Ê Đóng quạt ban công nhen,smart_home_control
Hi Tăng quạt ban công đấy!,smart_home_control
Này Mở quạt phòng tắm nha,smart_home_control
Hello Đóng đèn phòng khách bạn ơi,smart_home_control
Mở máy nước nóng phòng làm việc !,smart_home_control
Ê Tăng cửa cuốn phòng làm việc bạn ơi,smart_home_control
Hey Tắt bếp điện phòng làm việc !,smart_home_control
Này Tăng đèn phòng ngủ đó!,smart_home_control
Ơi Khởi động máy nước nóng phòng làm việc nhen,smart_home_control
Ơi Bật điều hòa ban công đó!,smart_home_control
Mở máy nước nóng ban công !,smart_home_control
Này Khởi động máy nước nóng ban công nha,smart_home_control
Ơi Giảm đèn phòng làm việc nhé,smart_home_control
Hi Mở máy nước nóng phòng ngủ,smart_home_control
Ơi Mở quạt phòng khách nhen,smart_home_control
Hey Đóng cửa cuốn phòng ngủ nha,smart_home_control
Đóng đèn phòng tắm thân mến,smart_home_control
Ê Khởi động điều hòa phòng bếp đó!,smart_home_control
Hi Tắt nguồn quạt phòng ngủ nha,smart_home_control
Ơi Đóng đèn ban công !,smart_home_control
Nè Tăng máy nước nóng phòng ngủ đấy!,smart_home_control
Ê Mở cửa cuốn phòng bếp đó!,smart_home_control
Nè Khởi động quạt phòng bếp bạn à,smart_home_control
Ê Tăng bếp điện ban công thân mến,smart_home_control
Hey Tăng máy nước nóng phòng bếp nha,smart_home_control
Ê Tắt nguồn điều hòa phòng làm việc đó!,smart_home_control
Nè Tăng điều hòa phòng tắm đấy!,smart_home_control
Ê Tăng bếp điện phòng bếp thân mến,smart_home_control
Nè Mở máy nước nóng phòng bếp bạn à,smart_home_control
